mergeid,sample,int_date,phase,fcall,attempts,refusal,stimes,ilang,p1version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext1,llitext2,qs1,cpitext1,cpitext2,qa1,qa1a,qb2,qb3,qb4,qa12,qa14a,qa14b,qa14c,qa14d,qa14e,qa15a,qa15b,qb18a,qb18b,q25a,q25b,q25c,q25d,q25f,q25g,q25i,q25k,q25n,q25p,qa26,qa27,qb27,qb28,qb29,qa30,qb30,qb31,oftvote,qb32,qb33,qb33a,cheat,qa36a,qa36b,qa36c,qa36d,qa37a,qa37b,qa37c,qa37d,q40,qb42a,qb42b,qb42c,qb42d,qb46,q50r,q50u,q50y,q50aa,q50cc,q50ee,q50hh,qbx,qe2,qe1,qe3,employ1,employ7,qe11,q51jj,q51ll,q51mm,q51nn,q51pp,q51qq,q51rr,qb52,qb52x,qb53a,qb53b,qb53c,qb54,qb54a,qb55a,qb55b,qa62,qa77,qa77a,qa77b,qa78,qb80,qa126,qa126a,qa126b,qa127,qa128,qa129,qa143,ideoconsist,typogroups,sex,age,educ2,hisp,racecmb,racethn,racethn2,birth_hisp,usborn,marital,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystr,partysum,qb166,qb167,qa168,qa169,ideo,partyideo,hh1,hh3,adults,child,ql1,ql1a,qc1,ll,cp,money2,ckinfo,iphoneuse,hphoneuse,weight
1101399,1,61117,1,170608,3,0,3,1,2,3,51,5,S,3,51,S,1,1,2,1, , , ,2,2, , , ,2,2,2,1,9,2,4,3, , ,2,1,1,1,2,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,1,2,2,1,1,1,1,2, , , , , ,2,2,1,1,2,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,1,2,1,1,-4,5,2,55,8,2,1,1,1, ,2,1,1,10, , ,5,9,1,1,3,1, ,1, , ,2, ,3,3,3,2,2,1,1, , ,1,1, , ,2,2,1.7096774193548387
1101400,1,61117,1,170609,3,0,3,1,2,1,42,5,S,1,42,S,2,2,2,1, , , ,2,1, , , ,2,1,3,1,2,3,4,2, , ,9,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,2,2,2,-9,1,2,75,8,2,1,1,1, ,1,2, ,1, ,2,2,8, ,1,2, ,1,2, , , ,1,3,4,2,2,2,0,1, , ,1,1, , ,2,2,1.3548387096774193
1101401,1,61117,1,170608,3,0,3,1,2,1,36,4,S,1,36,S,2,3,2,2, , , ,1,2, , , ,9,1,9,2,2,2,2,4, , ,5,2,9,2,9,5,1,5,1, ,1,2, , , ,9, , ,3, , , , ,2,2,9,2,2,9,9,2,2, , , , , ,5,9,2,1,9,2,9, , , , , , , ,9,1, ,9, , , , , , , , , , , , ,1,2, ,2,9, ,1,9, ,9,2,2,9,2,7,1,47,5,2,1,1,1, ,1,4, ,2, ,2,5,7, ,1,4,9, ,9, , , , ,3,9,3,1,1,2,1, , ,1,1, , ,2,2,2.4193548387096775
1101416,1,61217,1,170608,5,0,5,1,2,2,29,4,S,2,29,S,2,1,1,1, , , ,1,1, , , ,2,3,1,2,1,2,2,4, , ,1,2,2,2,2,1,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,1,1, , , , , ,1,1,1,1,2,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,1,1,3,1,4,8,2,50,6,2,1,1,1, ,1,1, ,2, ,2,1,10, ,1,1, ,1,1, , ,1, ,2,1,3,3,3,0,1, , ,1,1, , ,2,2,1.9032258064516128
1101418,1,61517,1,170609,4,1,4,1,2,3,24,4,S,3,24,S,1,2,2,1, , , ,2,1, , , ,2,9,1,9,1,1,3,2, , ,2,1,2,9,1,1,2,1,2, ,2,1, , , ,2, , ,2, , , , ,2,9,9,2,2,1,9,1,1, , , , , ,2,1,9,1,5,1,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,1, ,9, ,2, ,2,1,1,3,2,-7,2,2,99,5,2,1,1,1, ,1,5, ,1, ,2,3,10, ,1,2, ,1,2, , , ,1,4,5,3,3,3,0,1, , ,1,1, , ,2,2,2.032258064516129
1101421,1,61217,1,170609,4,0,4,1,2,1,25,4,S,1,25,S,1,3,2,2, , , ,2,1, , , ,1,2,1,1,2,1,3,1, , ,1,1,2,1,2,1,2,2,1, ,2,3, , , ,2, , ,1, , , , ,2,2,1,2,2,1,2,1,2, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,3,2,-6,1,2,79,3,2,1,1,1, ,1,1, ,2, ,1,5,6, ,1,2, ,1,2, , , ,1,3,4,3,3,3,0,1, , ,1,1, , ,2,2,4.67741935483871
1101425,1,61217,1,170608,5,0,5,1,2,3,12,4,S,3,12,S,2,2,2,1, , , ,1,1, , , ,9,1,1,2,1,2,2,4, , ,2,1,5,2,2,5,2,1,1, ,2,1, , , ,1, , ,1, , , , ,2,1,2,1,1,2,9,2,1, , , , , ,1,1,2,1,2,2,1, , , , , , , ,1,9, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,2,3,2,-2,7,2,82,5,2,1,1,1, ,2,5,1,1, ,2,6,6, ,3,1, ,1,1, , ,1, ,4,2,1, ,1,0,1, , ,1,1, , ,2,2,1.2580645161290323
1101428,1,61217,1,170608,4,0,4,1,2,2,26,5,S,2,26,S,2,9,2,2, , , ,1,1, , , ,2,3,1,2,3,2,2,4, , ,5,2,5,5,5,2,5,5,2, ,2,1, , , ,2, , ,1, , , , ,2,1,1,1,9,2,1,2,1, , , , , ,5,1,2,2,2,5,1, , , , , , , ,5,2, ,1, , , , , , , , , , , , ,1,2, ,2,1, ,2, ,2,1,3,3,2,2,8,2,80,8,2,1,1,1, ,1,5, ,2, ,2,2,10, ,1,1, ,1,1, , ,1, ,2,1,1, ,1,0,1, , ,1,1, , ,2,2,1
1101430,1,61817,1,170608,6,1,6,1,2,2,26,3,S,2,26,S,1,2,2,2, , , ,2,1, , , ,1,2,1,2,2,2,3,2, , ,2,1,2,1,9,1,2,2,1, ,1,3, , , ,2, , ,1, , , , ,1,2,1,2,2,2,2,1,1, , , , , ,2,1,1,2,1,2,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,2, ,2, ,1,1, ,2,2,1,2,-9,3,1,67,4,2,1,1,1, ,1,1, ,1, ,2,2,6, ,1,3,2, ,2, , , ,1,4,3,2,2,2,0,1, , ,1,1, , ,2,2,1.7096774193548387
1101433,1,61217,1,170608,4,0,4,1,2,3,51,5,U,3,51,U,2,2,1,1, , , ,1,1, , , ,1,2,2,2,3,2,3,4, , ,1,2,1,2,2,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,2,2,1,1,2,1,2,1, , , , , ,1,1,2,1,1,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,2, ,2,1, ,2, ,2,1,1,2,1,8,8,2,62,6,2,1,1,1, ,1,2, ,2, ,2,5,7, ,1,1, ,1,1, , ,2, ,3,2,2,2,2,0,1, , ,1,1, , ,2,2,1.7096774193548387
1101436,1,61817,1,170608,7,0,7,1,2,3,12,2,U,3,12,U,1,2,2,2, , , ,1,2, , , ,1,2,1,2,2,2,3,4, , ,1,2,5,1,5,5,2,5,5, ,2,2, , , ,8, , ,2, , , , ,1,2,2,2,1,2,1,2,3, , , , , ,5,5,2,1,1,2,5, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,1,1,9,3,3,0,7,1,47,6,9,1,1,1, ,1,2, ,13, ,1,3,10, ,1,5,1, ,1, , ,1, ,3,9,3,3,3,0,1, , ,1,1, , ,2,2,1.6774193548387097
1101450,1,61217,1,170608,5,0,5,1,2,3,37,2,R,3,37,R,1,3,1,2, , , ,9, , , , ,2,2,1,2,1,2,2,4, , ,1,2,1,2,1,5,2,1,1, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,1,1,1,2, , , , , ,1,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,2, ,1,2, ,1,2, ,1,2,3,2,1,6,2,90,3,2,1,1,1, ,1,5, ,1, ,2,2,5, ,1,1, ,2,1, , ,2, ,2,1,1, ,1,0,1, , ,1,1, , ,2,2,2.838709677419355
1101459,1,61217,1,170608,5,0,5,1,2,1,42,2,S,1,42,S,2,2,2,2, , , ,1,2, , , ,1,2,3,2,3,2,3,4, , ,1,2,1,2,2,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,2,1,2,1,2,1,2,1, , , , , ,1,1,1,2,2,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,9,2,1,8,8,1,70,8,2,1,1,1, ,2,1,1,12, , ,5,9,2,1,3,1, ,1, , ,9, ,2,3,1, ,1,0,1, , ,1,1, , ,2,2,1
1101460,1,61217,1,170608,4,0,4,1,2,2,18,4,S,2,18,S,1,2,2,1, , , ,1,1, , , ,2,2,1,2,2,2,3,3, , ,1,2,1,2,2,2,1,2,1, ,2,3, , , ,2, , ,1, , , , ,2,1,9,1,1,2,1,2,1, , , , , ,1,2,1,2,2,2,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,2, ,2,1, ,2, ,2,1,4,4,1,8,7,2,55,4,2,1,1,1, ,1,1, ,12, , ,1,6, ,1,4,1, ,1, , ,1, ,1,9,3,2,2,1,1, , ,1,1, , ,2,2,2.1935483870967745
1101464,1,61217,1,170610,4,0,3,1,2,3,48,1,R,3,48,R,2,2,2,2, , , ,1,1, , , ,1,2,1,2,2,2,2,4, , ,1,1,1,2,2,2,2,1,1, ,1,3, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,2,1,2,2,2,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,2,1,0,6,2,66,6,2,4,4,5, ,1,1, ,1, ,1,2,3, ,1,1, ,1,1, , ,2, ,3,2,3,3,3,0,2,2, ,1,0, , ,1,1,5.903225806451613
1101466,1,61217,1,170610,3,0,3,1,2,3,47,1,R,3,47,R,2,2,1,1, , , ,2,1, , , ,1,2,1,2,2,1,3,2, , ,2,1,2,1,1,1,2,1,1, ,1,2, , , ,2, , ,1, , , , ,1,1,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,2, ,1,2,2,1,-10,1,1,62,5,2,1,1,1, ,1,1, ,1, ,1,1,7, ,1,2, ,1,2, , , ,2,3,4,2,2,2,0,1, , ,1,1, , ,2,2,1.7096774193548387
1101467,1,61217,1,170610,3,0,3,1,2,3,22,2,S,3,22,S,2,1,1,2, , , ,2,1, , , ,1,1,1,1,1,1,4,2, , ,2,1,2,1,1,1,2,2,1, ,2,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,2,2,2,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,1, ,1,4,3,1,-8,1,1,77,4,2,1,1,1, ,1,1, ,1, ,1,1,4, ,1,2, ,1,2, , , ,2,3,4,3,3,3,0,1, , ,1,1, , ,2,2,2.064516129032258
1101469,1,61217,1,170610,3,0,3,1,2,3,22,2,S,3,22,S,1,2,1,2, , , ,2,2, , , ,2,9,1,1,1,2,2,4, , ,2,2,1,2,2,2,2,1,1, ,1,1, , , ,2, , ,1, , , , ,2,1,1,1,1,2,1,1,1, , , , , ,2,1,1,2,1,1,1, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,1,1, ,1, ,1,2, ,1,2,3,1,0,6,2,85,8,2,1,1,1, ,1,1, ,2, ,2,1,7, ,1,1, ,1,1, , ,1, ,3,2,2,2,2,0,1, , ,1,1, , ,2,2,1.1935483870967742
1101470,1,61217,1,170608,4,0,4,1,2,1,42,4,S,1,42,S,2,2,2,1, , , ,1,1, , , ,2,2,1,1,2,2,2,2, , ,1,2,2,1,2,2,2,1,1, ,2,2, , , ,2, , ,2, , , , ,1,1,1,2,1,1,1,2,3, , , , , ,1,1,2,2,1,1,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,9, ,9, ,1,1, ,3,1,3,9,0,6,1,60,4,2,1,1,1, ,1,1, ,1, ,2,4,6, ,2,3,9, ,9, , , , ,3,3,3,3,3,0,1, , ,1,1, , ,2,2,2.258064516129032
1101473,1,61217,1,170608,4,0,4,1,2,1,36,2,S,1,36,S,1,2,1,2, , , ,2,1, , , ,2,1,2,1,2,1,4,2, , ,1,2,2,1,1,1,2,1,1, ,2,2, , , ,1, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,2,1,1,1,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,2, ,1,2,1,1,-6,2,2,70,3,2,1,1,1, ,1,1, ,1, ,2,6,3, ,1,2, ,1,2, , , ,2,3,4,2,2,2,0,1, , ,1,1, , ,2,2,4.161290322580645
1101476,1,61217,1,170610,4,0,4,1,2,4,4,1,S,4,4,S,2,3,2,2, , , ,2,1, , , ,1,2,1,1,2,1,3,2, , ,2,1,5,5,2,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,1,1,1,2,1,2,1,1, , , , , ,2,1,1,1,1,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,2, ,1,2,2,1,-6,2,2,72,8,2,1,1,1, ,1,1, ,1, ,2,2,9,1,1,2, ,2,2, , , ,1,3,4,2,2,2,0,1, , ,1,1, , ,2,2,1
1101486,1,61217,1,170608,4,0,4,1,2,3,51,4,U,3,51,U,2,2,1,2, , , ,2,1, , , ,1,9,1,1,1,2,2,3, , ,2,2,2,1,2,1,5,1,2, ,1,1, , , ,8, , ,2, , , , ,2,1,9,1,2,1,2,1,1, , , , , ,2,9,1,2,2,2,9, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,1,2, ,9, ,1,1, ,3,2,2,2,-2,5,2,81,8,2,1,1,1, ,1,5, ,1, ,1,2,6, ,1,1, ,2,1, , ,1, ,3,2,1, ,1,0,1, , ,1,1, , ,2,2,1
1101491,1,61217,1,170612,1,0,1,1,2,3,54,1,R,3,54,R,1,2,1,1, , , ,1,1, , , ,1,1,3,2,3,2,2,3, , ,1,1,1,2,2,2,1,1,1, ,2,2, , , ,1, , ,1, , , , ,2,2,1,1,1,2,1,1,1, , , , , ,1,2,2,1,1,2,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,1,2, ,1, ,2, ,2,1,4,2,1,6,6,1,54,5,2,1,1,1, ,1,1, ,13, ,1,3,10, ,1,1, ,1,1, , ,1, ,2,1,3,2,2,1,1, , ,1,1, , ,2,2,3
1101497,1,61717,1,170612,4,1,4,1,2,3,51,4,R,3,51,R,2,4,1,2, , , ,1,1, , , ,1,1,1,1,1,1,2,4, , ,1,1,1,2,2,1,1,1,2, ,2,3, , , ,9, , ,1, , , , ,2,1,2,1,1,1,1,2,1, , , , , ,1,2,1,2,2,1,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,4,3,2,6,5,1,80,3,2,1,1,1, ,1,5, ,1, ,1,1,2, ,1,3,1, ,1, , ,1, ,2,3,2,2,2,0,2,1, ,1,0, , ,1,2,7
1101504,1,61517,1,170612,2,1,2,1,2,1,36,5,U,1,36,U,2,2,2,1, , , ,1,2, , , ,2,3,1,1,2,1,2,3, , ,1,5,1,1,1,2,1,1,1, ,2,2, , , ,1, , ,2, , , , ,2,1,1,1,1,1,9,9,1, , , , , ,2,2,1,1,2,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,3,9,3,2,1,6,2,75,4,2,1,1,1, ,1,1, ,12, , ,5,5, ,2,1, ,2,1, , ,1, ,2,1,2,2,2,0,1, , ,1,1, , ,2,2,2.096774193548387
1101515,1,61217,1,170611,2,0,2,1,2,1,36,2,S,1,36,S,2,2,1,1, , , ,2,1, , , ,2,1,2,9,2,2,1,3, , ,2,1,2,1,1,1,2,2,1, ,9,1, , , ,2, , ,9, , , , ,1,2,1,2,9,9,9,2,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,1,1, ,1,1,1,2,-10,1,2,72,8,2,1,1,1, ,1,6, ,10, , ,6,10, ,1,9,9, ,9, , , , ,5,9,1, ,1,0,2, , ,1,0, , ,1,1,2.806451612903226
1101518,1,61217,1,170610,3,0,3,1,2,3,47,1,S,3,47,S,1,3,2,2, , , ,2,1, , , ,2,1,2,1,1,1,3,2, , ,1,2,2,1,2,2,2,2,1, ,2,3, , , ,2, , ,4, , , , ,1,2,1,2,1,1,2,1,4, , , , , ,2,2,2,2,2,2,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,1,2, ,2, ,1,2, ,2,4,3,1,0,4,1,60,1,2,1,1,1, ,1,1, ,12, , ,2,2, ,1,3,2, ,2, , , ,1,3,3,2,2,2,0,1, , ,1,1, , ,2,2,2.903225806451613
1101520,1,61217,1,170611,2,0,2,1,2,2,26,1,R,2,26,R,1,3,1,1, , , ,1,1, , , ,2,9,1,2,1,2,2,4, , ,1,2,1,1,2,1,1,1,2, ,1,2, , , ,1, , ,2, , , , ,2,1,9,1,1,2,1,2,1, , , , , ,1,1,1,1,2,1,1, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,1,2,4,1,4,8,2,59,4,2,1,1,1, ,1,1, ,1, ,1,4,3, ,1,1, ,2,1, , ,1, ,3,2,2,2,2,0,1, , ,1,1, , ,2,2,1.967741935483871
1101529,1,61217,1,170612,1,0,1,1,2,3,12,3,S,3,12,S,2,3,2,1, , , ,2,1, , , ,2,1,1,1,1,1,3,2, , ,2,1,2,1,1,1,2,1,2, ,2,2, , , ,1, , ,1, , , , ,1,1,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-8,2,1,86,6,2,1,1,1, ,1,1, ,5, , ,4,6, ,1,2, ,1,2, , , ,2,4,5,2,2,2,0,1, , ,1,1, , ,2,2,1.2258064516129032
1101532,1,61217,1,170612,1,0,1,1,2,2,39,1,R,2,39,R,2,2,1,2, , , ,1,1, , , ,1,1,1,1,1,2,1,4, , ,1,2,1,5,2,2,1,1,1, ,2,1, , , ,2, , ,1, , , , ,1,1,2,1,1,2,1,2,1, , , , , ,1,2,2,2,2,2,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,4,4,1,7,7,2,66,4,2,1,1,1, ,1,1, ,1, ,1,1,3, ,1,1, ,1,1, , ,1, ,1,1,2,2,2,0,1, , ,1,1, , ,2,2,1.5161290322580645
1101541,1,61217,1,170612,1,0,1,1,2,3,51,5,U,3,51,U,1,3,1,2, , , ,2,1, , , ,1,1,2,2,2,2,4,1, , ,1,1,2,2,1,1,2,2,1, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-6,3,2,63,5,2,1,1,1, ,1,1, ,12, , ,6,6, ,1,2, ,1,2, , , ,1,4,5,2,2,2,0,1, , ,1,1, , ,2,2,2.6451612903225805
1101545,1,61217,1,170612,1,0,1,1,2,3,51,5,U,3,51,U,2,3,2,1, , , ,1,2, , , ,1,2,1,1,1,2,2,3, , ,1,2,1,2,2,2,1,1,2, ,2,3, , , ,2, , ,2, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,2,1,2,2,1,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,2, ,2, ,2, ,2,1,4,2,1,10,8,1,58,6,2,1,1,1, ,1,1, ,1, ,1,4,8, ,1,3,1, ,1, , ,2, ,2,3,2,2,2,0,1, , ,1,1, , ,2,2,1.5161290322580645
1101547,1,61517,1,170612,2,1,2,1,2,3,37,1,R,3,37,R,2,2,2,2, , , ,9, , , , ,1,3,3,9,2,2,3,9, , ,1,1,1,1,2,2,1,2,1, ,2,3, , , ,2, , ,3, , , , ,2,1,1,1,2,2,9,2,1, , , , , ,1,9,2,2,2,2,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,3,2,1,3,6,1,58,3,2,1,1,1, ,1,1, ,13, ,1,2,3, ,1,3,1, ,1, , ,2, ,2,3,2,2,2,0,1, , ,1,1, , ,2,2,2.903225806451613
1101550,1,61217,1,170612,1,0,1,1,2,2,39,4,S,2,39,S,2,1,1,2, , , ,1,1, , , ,1,2,1,2,3,2,3,3, , ,1,2,1,2,1,2,1,1,2, ,2,2, , , ,1, , ,1, , , , ,2,2,2,2,1,2,1,2,1, , , , , ,1,1,2,1,2,5,1, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,1,3,1,6,8,1,59,3,2,1,1,1, ,1,1, ,1, ,2,6,6, ,1,5,1, ,1, , ,2, ,1,9,2,2,2,0,1, , ,1,1, , ,2,2,3.064516129032258
1101559,1,61217,1,170612,1,0,1,1,2,1,50,1,R,1,50,R,1,3,2,1, , , ,2,1, , , ,1,1,2,1,2,3,4,2, , ,2,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-10,1,2,75,6,2,1,1,1, ,1,5, ,10, , ,6,5, ,1,2, ,1,2, , , ,1,5,5,1, ,1,0,1, , ,1,1, , ,2,2,1
1101568,1,61217,1,170612,1,0,1,1,2,1,36,3,S,1,36,S,1,2,1,2, , , ,1,1, , , ,1,3,1,2,3,2,2,3, , ,1,9,1,1,2,1,1,1,9, ,2,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,9,2,1,2,1,1, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,1,3,3,1,3,8,1,62,5,2,1,1,1, ,1,1, ,2, ,2,2,7, ,1,1, ,1,1, , ,1, ,2,1,2,2,2,0,1, , ,1,1, , ,2,2,1.967741935483871
1101573,1,61517,1,170612,2,1,2,1,2,1,42,2,S,1,42,S,2,2,1,2, , , ,1,1, , , ,1,1,3,2,1,2,2,4, , ,1,2,1,2,2,1,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,1,1,1,1, , , , , ,1,1,1,2,1,1,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,2,3,3,1,6,5,2,79,6,2,1,1,1, ,1,1, ,1, ,2,2,10, ,1,1, ,1,1, , ,1, ,2,1,2,2,2,0,2,2, ,1,0, , ,1,1,5.645161290322581
1101575,1,61217,1,170612,1,0,1,1,2,3,13,3,S,3,13,S,1,3,1,1, , , ,1,1, , , ,1,1,1,2,1,2,2,3, , ,1,2,2,2,1,5,1,2,2, ,2,1, , , ,2, , ,1, , , , ,9,1,2,1,2,1,2,1,3, , , , , ,1,1,1,1,1,1,2, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,9, , ,1, ,1,2, ,1,2,2,2,3,4,2,99,4,2,1,1,1, ,1,1, ,1, ,1,3,10, ,1,3,1, ,1, , ,9, ,2,3,2,2,2,0,1, , ,1,1, , ,2,2,1.806451612903226
1101582,1,61517,1,170612,2,1,2,1,2,3,51,2,S,3,51,S,2,2,2,1, , , ,1,1, , , ,1,2,1,1,1,2,2,4, , ,1,1,1,1,2,9,1,1,1, ,9,1, , , ,1, , ,1, , , , ,2,1,9,1,1,2,1,2,1, , , , , ,1,9,2,2,2,1,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,9, , ,9, ,2, ,2,9,2,3,2,2,7,1,75,4,2,4,4,5, ,1,1, ,1, ,1,2,7, ,1,1, ,1,1, , ,1, ,1,1,2,2,2,0,1, , ,1,1, , ,2,2,1.967741935483871
1101587,1,61217,1,170612,1,0,1,1,2,2,26,4,S,2,26,S,2,2,2,2, , , ,1,2, , , ,1,1,1,1,1,2,2,3, , ,2,1,2,1,2,1,2,1,2, ,2,3, , , ,1, , ,2, , , , ,2,1,2,1,2,2,2,1,1, , , , , ,2,1,1,1,1,1,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,2, ,2,1,2,3,2,-6,2,1,54,4,2,1,1,1, ,1,2, ,2, ,2,2,6, ,1,2, ,2,2, , , ,1,3,4,3,3,3,0,1, , ,1,1, , ,2,2,3.7096774193548385
1101590,1,61317,1,170612,2,0,2,1,2,1,34,4,S,1,34,S,2,1,1,2, , , ,2,1, , , ,2,1,1,1,3,1,3,2, , ,2,1,1,1,2,1,2,2,2, ,2,2, , , ,2, , ,2, , , , ,2,2,1,2,2,1,2,1,2, , , , , ,2,1,1,2,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,2, ,2,1,2,1,2,-4,2,1,57,6,2,1,1,1, ,2,1,1,2, ,2,3,9,1,1,2, ,1,2, , , ,1,3,4,2,1,1,1,1, , ,1,1, , ,2,2,1
1101595,1,61217,1,170612,1,0,1,1,2,3,45,3,S,3,45,S,2,1,2,1, , , ,1,1, , , ,1,9,1,1,1,2,2,3, , ,1,2,5,5,5,2,5,5,2, ,2,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,2,1,5,5,5,1, , , , , , , ,5,2, ,2, , , , , , , , , , , , ,1,2, ,2,1, ,2, ,2,2,3,3,1,6,7,2,64,5,2,1,1,1, ,1,1, ,13, ,1,2,5, ,1,1, ,1,1, , ,2, ,1,1,2,2,2,0,2,2, ,1,0, , ,1,1,8.161290322580644
1101599,1,61217,1,170612,1,0,1,1,2,3,12,4,S,3,12,S,1,3,2,2, , , ,2,1, , , ,2,1,1,1,1,1,3,1, , ,2,1,2,1,2,2,1,1,1, ,2,2, , , ,2, , ,1, , , , ,2,1,1,2,2,1,1,1,2, , , , , ,1,1,2,2,2,1,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,1,9,2,2,-2,4,2,79,4,2,2,2,2, ,1,5, ,1, ,9,3,1, ,1,3,2, ,2, , , ,1,3,3,2,2,2,0,2,2, ,1,0, , ,1,1,8.161290322580644
1101604,1,61717,1,170612,3,1,3,1,2,1,33,3,S,1,33,S,2,2,1,1, , , ,1,1, , , ,1,1,1,2,1,2,1,4, , ,1,1,1,1,2,2,1,1,1, ,2,1, , , ,1, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,2,1,1,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,1,2,3,2,2,6,1,64,4,2,1,1,1, ,1,1, ,2, ,2,4,7, ,1,3,1, ,1, , ,1, ,3,3,2,2,2,0,1, , ,1,1, , ,2,2,1.967741935483871
